NO,food,ENERC_KCAL,PROT-,FAT-,CHOAVLDF-,K,CA,MG,P,FE,ZN,CU,VITA_RAE,VITD,TOCPHA,VITK ,THIA,RIBF,NE,VITB6A,VITB12,FOL,PANTAC,VITC,FIB-,NACL_EQ
2175,＜デザート菓子類＞　カスタードプリン,116,5.7,5.5,15.3,130,81,9,110,0.5,0.6,0.02,23,1.4,0.5,5,0.04,0.2,1.5,0.05,0.5,18,0.69,1,0,0.2
2176,＜デザート菓子類＞　牛乳寒天,61,1.1,1.3,11.9,51,38,4,32,0.1,0.1,0,13,0.1,0,1,0.01,0.05,0.3,0.01,0.1,2,0.19,0,0.5,0
2177,＜デザート菓子類＞　こんにゃくゼリー,65,0,0.1,15.6,110,15,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1
2178,＜デザート菓子類＞　ゼリー　オレンジ,79,2.1,0.1,19.1,180,9,10,17,0.1,0.1,0.03,4,0,0.3,0,0.07,0.02,0.3,0.06,0,26,0.22,40,0.2,0
2179,＜デザート菓子類＞　ゼリー　コーヒー,44,1.6,0,10.5,47,2,5,5,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0
2180,＜デザート菓子類＞　ゼリー　ミルク,103,4.3,3.7,15,150,110,10,91,0,0.4,0.01,37,0.3,0.1,2,0.04,0.15,0.7,0.03,0.3,5,0.54,1,0,0.1
2181,＜デザート菓子類＞　ゼリー　ワイン,65,1.7,0,13.2,11,1,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0
2182,＜デザート菓子類＞　ババロア,204,5.6,12.9,21.6,90,72,6,130,0.6,0.6,0.02,130,1.6,0.6,7,0.04,0.13,1,0.05,0.6,20,0.67,0,0,0.1
2183,＜ビスケット類＞　ウエハース,438,7.6,13.6,76.4,76,21,9,63,0.6,0.4,0.14,17,0,1.1,4,0.03,0.08,2.2,0.02,0,6,0.24,0,1.2,1.2
2184,＜ビスケット類＞　ウエハース　クリーム入り,495,7.5,21.8,65.1,170,56,25,120,0.8,0.6,0.15,0,0,0,1,0.17,0.03,2.5,0.07,0,11,0.5,0,2.1,1.3
2185,＜ビスケット類＞　クラッカー　オイルスプレークラッカー,481,8.5,22.5,64.2,110,180,18,190,0.8,0.5,0.12,0,0,12,4,0.08,0.04,2.5,0.04,0,12,0.45,0,2.1,1.5
2186,＜ビスケット類＞　クラッカー　ソーダクラッカー,421,10.4,9.8,73.8,140,55,21,85,0.7,0.4,0.14,0,0,1.5,1,0.05,0.04,2.9,0.04,0,22,0.54,0,2.1,1.9
2187,＜ビスケット類＞　サブレ,459,6.1,16.6,73.2,110,36,8,84,0.5,0.3,0.06,0,0.6,1.7,3,0.07,0.07,1.7,0.03,0.2,12,0.45,0,1.3,0.2
2188,＜ビスケット類＞　中華風クッキー,514,5.1,29.5,63,81,25,6,63,0.4,0.3,0.05,0,0.5,0.4,4,0.06,0.06,1.4,0.02,0.1,10,0.37,0,1.1,0.2
2189,＜ビスケット類＞　ビスケット　ハードビスケット,422,7.6,10,77.8,140,330,22,96,0.9,0.5,0.12,18,0,0.9,2,0.13,0.22,2.4,0.06,0,16,0.63,0,2.3,0.8
2190,＜ビスケット類＞　ビスケット　ソフトビスケット,511,5.7,27.6,65.4,110,20,12,66,0.5,0.4,0.08,150,0,2.2,6,0.06,0.05,1.8,0.04,0,7,0.45,0,1.4,0.6
2191,＜ビスケット類＞　プレッツェル,465,9.9,18.6,68.8,160,36,22,140,0.9,0.5,0.12,5,0,2.6,7,0.13,0.11,3.1,0.06,0,27,0.51,0,2.6,1.9
2192,＜ビスケット類＞　リーフパイ,558,5.8,35.5,55.4,77,14,8,42,0.4,0.2,0.06,0,0,3.5,2,0.08,0.02,1.6,0.02,0,6,0.37,0,1.7,0.1
2193,＜ビスケット類＞　ロシアケーキ,486,5.8,23.4,64.9,140,41,32,75,0.5,0.4,0.14,1,0,4.5,1,0.06,0.14,1.8,0.02,0,9,0.27,0,1.8,0.5
2194,＜スナック類＞　小麦粉あられ,476,7.6,19.5,67.6,100,18,11,55,0.5,0.3,0.08,0,0,2,1,0.1,0.03,1.8,0.03,0,8,0.48,0,2.3,1.8
2195,＜スナック類＞　コーンスナック,516,5.2,27.1,66.4,89,50,13,70,0.4,0.3,0.05,11,0,3.7,0,0.02,0.05,1.3,0.06,0,8,0.3,0,1,1.2
2196,＜スナック類＞　ポテトチップス　ポテトチップス,541,4.7,35.2,51.8,1200,17,70,100,1.7,0.5,0.21,0,0,6.2,0,0.26,0.06,5.6,0,0,70,0.94,15,4.2,1
2197,＜スナック類＞　ポテトチップス　成形ポテトチップス,515,5.8,32,55.2,900,49,53,140,1.2,0.7,0.2,0,0,2.6,4,0.25,0.05,5.2,0.54,0,36,1.08,9,4.8,0.9
2198,＜キャンデー類＞　かわり玉,392,0,0,99.5,2,1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,＜キャンデー類＞　キャラメル,426,4,11.7,79.8,180,190,13,100,0.3,0.4,0.03,110,3,0.5,3,0.09,0.18,2,0.02,0,5,0.58,0,0,0.3
2200,＜キャンデー類＞　ゼリーキャンデー,334,0,0,83.1,1,8,1,1,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.9,0
2201,＜キャンデー類＞　ゼリービーンズ,358,0,0,89.5,6,10,2,6,0.2,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0.9,0
2202,＜キャンデー類＞　ドロップ,389,0,0,98,1,1,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,＜キャンデー類＞　バタースコッチ,414,0,6.5,91.5,4,2,0,2,0,0,0.01,62,0.1,0.1,2,0,0,0,0,0,0,0.01,0,0,0.4
2204,＜キャンデー類＞　ブリットル,506,12.6,26.5,54.6,380,26,100,200,0.9,1.5,0.35,0,0,5.4,0,0.12,0.07,14,0.23,0,29,1.1,0,3.6,0.2
2205,＜キャンデー類＞　マシュマロ,324,2.1,0,79.4,1,1,0,1,0.1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,＜キャンデー類＞　ラムネ,373,0,0.5,92.2,5,110,2,5,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,2,0,0.2
2207,＜チョコレート類＞　アーモンドチョコレート,562,11.4,40.4,38.8,550,240,150,320,2.8,2.3,0.77,43,0.6,11,4,0.19,0.64,4.3,0.1,0,35,1.18,0,6.1,0.1
2208,＜チョコレート類＞　カバーリングチョコレート,488,7.1,24.3,63.1,320,270,53,180,1.8,1.2,0.38,46,0.6,0.8,4,0.16,0.33,2.6,0.09,0,17,1.18,0,3.2,0.4
2209,＜チョコレート類＞　ホワイトチョコレート,588,7.2,39.5,52,340,250,24,210,0.1,0.8,0.02,50,0,0.8,9,0.08,0.39,1.4,0.05,0,8,1.05,0,0.6,0.2
2210,＜チョコレート類＞　ミルクチョコレート,551,6.9,34.1,53.9,440,240,74,240,2.4,1.6,0.55,66,1,0.7,6,0.19,0.41,2.8,0.11,0,18,1.56,0,3.9,0.2
2211,＜果実菓子類＞　マロングラッセ,303,1.1,0.3,77.6,60,8,0,20,0.6,0,0,1,0,0,0,0,0.03,0.3,0,0,0,0,0,0,0.1
2212,＜チューインガム類＞　板ガム,388,0,0,96.9,3,3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,＜チューインガム類＞　糖衣ガム,390,0,0,97.6,4,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,＜チューインガム類＞　風船ガム,387,0,0,96.7,4,3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,＜その他＞　カスタードクリーム,174,5.1,7.6,26.5,120,93,9,140,0.7,0.9,0.02,120,1.9,2.5,7,0.07,0.16,1.3,0.07,0.6,26,0.83,1,0.2,0.1
2216,＜その他＞　しるこ　こしあん,211,4.7,0.3,46.3,29,35,14,40,1.3,0.5,0.11,0,0,0,3,0.01,0.02,0.9,0,0,1,0.03,0,3.2,0
2217,＜その他＞　しるこ　つぶしあん,179,4.2,0.4,37,120,14,17,55,1.1,0.5,0.15,0,0,0.1,4,0.01,0.02,0.8,0.02,0,6,0.13,0,4.3,0.1
2218,＜その他＞　チョコレートクリーム,481,4.6,32,48.8,310,160,26,150,0.6,0.6,0.1,53,3.2,4.3,16,0.07,0.23,1.1,0.03,0.3,3,0.77,1,0.6,0.5
2219,＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,107,0.4,0,5,5,3,1,7,0,0.1,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0
2220,＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,102,0.4,0,3.7,5,3,1,9,0.1,0.1,0,0,0,0,0,0,0,0,0.12,0,0,0.02,0,0,0
2221,＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,106,0.4,0,4.6,5,3,1,8,0,0.1,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0
2222,＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,103,0.3,0,3.7,7,2,1,7,0,0.1,0.01,0,0,0,0,0,0,0,0.12,0,0,0.06,0,0,0
2223,＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,102,0.4,0,4.2,5,2,1,8,0,0.1,0.01,0,0,0,0,0,0,0,0.14,0,0,0.06,0,0,0
2224,＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,39,0.3,0,3.1,34,3,7,15,0,0,0,0,0,0,0,0,0.02,0.9,0.05,0.1,7,0.08,0,0,0
2225,＜アルコール飲料類＞　（醸造酒類）　ビール　黒,45,0.4,0,3.5,55,3,10,33,0.1,0,0,0,0,0,0,0,0.04,1.1,0.07,0,9,0.04,0,0.2,0
2226,＜アルコール飲料類＞　（醸造酒類）　ビール　スタウト,62,0.5,0,4.8,65,3,14,43,0.1,0,0,0,0,0,0,0,0.05,1.1,0.06,0,10,0.12,0,0.3,0
2227,＜アルコール飲料類＞　（醸造酒類）　発泡酒,44,0.1,0,3.6,13,4,4,8,0,0,0,0,0,0,0,0,0.01,0.3,0.01,0,4,0.1,0,0,0
2228,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　白,75,0.1,0,1.4,60,8,7,12,0.3,0,0.01,0,0,0,0,0,0,0.1,0.02,0,0,0.07,0,0,0
2229,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　赤,68,0.2,0,1,110,7,9,13,0.4,0,0.02,0,0,0,0,0,0.01,0.1,0.03,0,0,0.07,0,0,0
2230,＜アルコール飲料類＞　（醸造酒類）　ぶどう酒　ロゼ,71,0.1,0,3.4,60,10,7,10,0.4,0,0.02,0,0,0,0,0,0,0.1,0.02,0,0,0,0,0,0
2231,＜アルコール飲料類＞　（醸造酒類）　紹興酒,126,1.7,0,5.1,55,25,19,37,0.3,0.4,0.02,0,0,0,0,0,0.03,0.9,0.03,0,1,0.19,0,0,0
2232,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　連続式蒸留しょうちゅう,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　単式蒸留しょうちゅう,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,＜アルコール飲料類＞　（蒸留酒類）　しょうちゅう　泡盛,206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,＜アルコール飲料類＞　（蒸留酒類）　ウイスキー,234,0,0,0,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,＜アルコール飲料類＞　（蒸留酒類）　ブランデー,234,0,0,0,1,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,＜アルコール飲料類＞　（蒸留酒類）　ウオッカ,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,＜アルコール飲料類＞　（蒸留酒類）　ジン,280,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,＜アルコール飲料類＞　（蒸留酒類）　ラム,237,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,＜アルコール飲料類＞　（蒸留酒類）　マオタイ酒,317,0,0,0,0,2,0,0,0.3,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,＜アルコール飲料類＞　（混成酒類）　梅酒,155,0.1,0,20.7,39,1,2,3,0,0,0.01,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0
2242,＜アルコール飲料類＞　（混成酒類）　合成清酒,108,0.1,0,5.3,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
2243,＜アルコール飲料類＞　（混成酒類）　白酒,236,1.9,0,48.5,14,3,4,14,0.1,0.3,0.08,0,0,0,0,0.02,0.01,0.4,0.02,0,1,0.1,1,0,0
2244,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,241,0.3,0,43.3,7,2,2,7,0,0,0.05,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
2245,＜アルコール飲料類＞　（混成酒類）　みりん　本直し,179,0.1,0,14.4,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,＜アルコール飲料類＞　（混成酒類）　薬味酒,181,0,0,26.8,14,1,1,2,0,0,0,0,0,0,0,0,0,0.1,0.01,0,0,0,0,0,0
2247,＜アルコール飲料類＞　（混成酒類）　キュラソー,319,0,0,26.4,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,＜アルコール飲料類＞　（混成酒類）　スイートワイン,125,0.1,0,13,70,5,5,7,0.3,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
2249,＜アルコール飲料類＞　（混成酒類）　ペパーミント,300,0,0,37.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,＜アルコール飲料類＞　（混成酒類）　ベルモット　甘口タイプ,151,0.1,0,16.4,29,6,5,7,0.3,0,0.01,0,0,0,0,0,0,0.1,0,0,0,0.06,0,0,0
2251,＜アルコール飲料類＞　（混成酒類）　ベルモット　辛口タイプ,113,0.1,0,3.7,26,8,6,8,0.3,0,0.01,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
2252,＜アルコール飲料類＞　（混成酒類）　缶チューハイ　レモン風味,51,0,0,2.6,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2253,＜茶類＞　（緑茶類）　玉露　茶,241,29.1,4.1,6.4,2800,390,210,410,10,4.3,0.84,1800,0,16,4000,0.3,1.16,14,0.69,0,1000,4.1,110,43.9,0
2254,＜茶類＞　（緑茶類）　玉露　浸出液,5,1.3,0,0.3,340,4,15,30,0.2,0.3,0.02,0,0,0,0,0.02,0.11,1,0.07,0,150,0.24,19,0,0
2255,＜茶類＞　（緑茶類）　抹茶　茶,237,29.6,5.3,9.5,2700,420,230,350,17,6.3,0.6,2400,0,28,2900,0.6,1.35,12,0.96,0,1200,3.7,60,38.5,0
2256,＜茶類＞　（緑茶類）　せん茶　茶,229,24.5,4.7,8.4,2200,450,200,290,20,3.2,1.3,1100,0,65,1400,0.36,1.43,11,0.46,0,1300,3.1,260,46.5,0
2257,＜茶類＞　（緑茶類）　せん茶　浸出液,2,0.2,0,0.3,27,3,2,2,0.2,0,0.01,0,0,0,0,0,0.05,0.3,0.01,0,16,0.04,6,0,0
2258,＜茶類＞　（緑茶類）　かまいり茶　浸出液,1,0.1,0,0.1,29,4,1,1,0,0,0,0,0,0,0,0,0.04,0.1,0.01,0,18,0,4,0,0
2259,＜茶類＞　（緑茶類）　番茶　浸出液,0,0,0,0.1,32,5,1,2,0.2,0,0.01,0,0,0,0,0,0.03,0.2,0.01,0,7,0,3,0,0
2260,＜茶類＞　（緑茶類）　ほうじ茶　浸出液,0,0,0,0,24,2,0,1,0,0,0.01,0,0,0,0,0,0.02,0.1,0,0,13,0,0,0,0
2261,＜茶類＞　（緑茶類）　玄米茶　浸出液,0,0,0,0,7,2,1,1,0,0,0.01,0,0,0,0,0,0.01,0.1,0.01,0,3,0,1,0,0
2262,＜茶類＞　（発酵茶類）　ウーロン茶　浸出液,0,0,0,0.1,13,2,1,1,0,0,0,0,0,0,0,0,0.03,0.1,0,0,2,0,0,0,0
2263,＜茶類＞　（発酵茶類）　紅茶　茶,234,20.3,2.5,13.6,2000,470,220,320,17,4,2.1,75,0,9.8,1500,0.1,0.8,13,0.28,0,210,2,0,38.1,0
2264,＜茶類＞　（発酵茶類）　紅茶　浸出液,1,0.1,0,0.1,8,1,1,2,0,0,0.01,0,0,0,6,0,0.01,0.1,0.01,0,3,0,0,0,0
2265,＜コーヒー・ココア類＞　コーヒー　浸出液,4,0.2,0,0.8,65,2,6,7,0,0,0,0,0,0,0,0,0.01,0.8,0,0,0,0,0,0,0
2266,＜コーヒー・ココア類＞　コーヒー　インスタントコーヒー,287,14.7,0.3,65.3,3600,140,410,350,3,0.4,0.03,0,0,0.1,0,0.02,0.14,48,0.01,0.1,8,0,0,0,0.1
2267,＜コーヒー・ココア類＞　コーヒー　コーヒー飲料　乳成分入り　加糖,38,0.7,0.3,8.3,60,22,6,19,0.1,0.1,0.01,0,0,0,0,0.01,0.04,0.4,0,0,0,0.11,0,0,0.1
2268,＜コーヒー・ココア類＞　ココア　ピュアココア,386,18.5,21.6,23.5,2800,140,440,660,14,7,3.8,3,0,0.3,2,0.16,0.22,6.6,0.08,0,31,0.85,0,23.9,0
2269,＜コーヒー・ココア類＞　ココア　ミルクココア,400,7.4,6.8,75.1,730,180,130,240,2.9,2.1,0.93,8,0,0.4,0,0.07,0.42,1.5,0.07,0,12,0.9,0,5.5,0.7
2270,＜その他＞　青汁　ケール,312,13.8,4.4,46.7,2300,1200,210,270,2.9,1.8,0.17,860,0,9.4,1500,0.31,0.8,10,0.75,0,820,1.31,1100,28,0.6
2271,＜その他＞　甘酒,76,1.7,0.1,18.3,14,3,5,21,0.1,0.3,0.05,0,0,0,0,0.01,0.03,0.6,0.02,0,8,0,0,0.4,0.2
2272,＜その他＞　昆布茶,173,5.2,0.2,34.5,580,88,51,14,0.5,0.3,0,3,0,0,13,0.01,0.02,0.1,0,0,11,0.01,6,2.8,51.3
2273,＜その他＞　スポーツドリンク,21,0,0,5.1,26,8,3,0,0,0,0,0,0,0,0,0,0,0.8,0.12,0,0,0,0,0,0.1
2274,＜その他＞　（炭酸飲料類）　果実色飲料,51,0,0,12.8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,＜その他＞　（炭酸飲料類）　コーラ,46,0.1,0,11.4,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,＜その他＞　（炭酸飲料類）　サイダー,41,0,0,10.2,0,1,0,0,0,0.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,＜その他＞　（炭酸飲料類）　ビール風味炭酸飲料,5,0.1,0,1.2,9,2,1,8,0,0,0,0,0,0,0,0,0,0.1,0,0,1,0.02,8,0,0
2278,＜その他＞　なぎなたこうじゅ　浸出液,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2279,＜その他＞　麦茶　浸出液,1,0,0,0.3,6,2,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,＜調味料類＞　（ウスターソース類）　ウスターソース,122,1,0.1,27,190,59,24,11,1.6,0.1,0.1,4,0,0.2,1,0.01,0.02,0.3,0.03,0,1,0.15,0,0.5,8.5
2281,＜調味料類＞　（ウスターソース類）　中濃ソース,132,0.8,0.1,30.1,210,61,23,16,1.7,0.1,0.18,7,0,0.5,2,0.02,0.04,0.4,0.04,0,1,0.18,0,1,5.8
2282,＜調味料類＞　（ウスターソース類）　濃厚ソース,133,0.9,0.1,29.8,210,61,26,17,1.5,0.1,0.23,9,0,0.5,2,0.03,0.04,0.8,0.06,0,1,0.21,0,1,5.6
2283,＜調味料類＞　（ウスターソース類）　お好み焼きソース,146,1.6,0.1,33.5,240,31,20,28,0.9,0.2,0.1,17,0,0.8,1,0.03,0.03,0.8,0.06,0.1,6,0.19,3,0.9,4.9
2284,＜調味料類＞　（辛味調味料類）　トウバンジャン,49,2,2.3,4.1,200,32,42,49,2.3,0.3,0.13,120,0,3,12,0.04,0.17,1.3,0.2,0,8,0.24,3,4.3,17.8
2285,＜調味料類＞　（辛味調味料類）　チリペッパーソース,58,0.7,0.5,13.1,130,15,13,24,1.5,0.1,0.08,130,0,0,0,0.03,0.08,0.5,0,0,0,0,0,0,1.6
2286,＜調味料類＞　（辛味調味料類）　ラー油,887,0.1,99.8,2.3,0,0,0,0,0.1,0,0.01,59,0,3.7,5,0,0,0.1,0,0,0,0,0,0,0
2287,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,77,7.7,0,8.6,390,29,65,160,1.7,0.9,0.01,0,0,0,0,0.05,0.17,1.6,0.17,0.1,33,0.48,0,0,14.5
2288,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ　減塩,68,8.1,0,10,260,31,74,170,2.1,0.9,0,0,0,0,0,0.07,0.17,1.8,0.17,0,57,0.46,0,0,8.3
2289,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ,60,5.7,0,6.1,320,24,50,130,1.1,0.6,0.01,0,0,0,0,0.05,0.11,1.2,0.13,0.1,31,0.37,0,0,16
2290,＜調味料類＞　（しょうゆ類）　うすくちしょうゆ　低塩,77,6.4,0,7.8,330,19,54,130,1,0.5,0,0,0,0,0,0.25,0.08,1.1,0.11,0,36,0.34,4,0,12.8
2291,＜調味料類＞　（しょうゆ類）　たまりしょうゆ,111,11.8,0,18.5,810,40,100,260,2.7,1,0.02,0,0,0,0,0.07,0.17,2,0.22,0.1,37,0.59,0,0,13
2292,＜調味料類＞　（しょうゆ類）　さいしこみしょうゆ,102,9.6,0,16.7,530,23,89,220,2.1,1.1,0.01,0,0,0,0,0.17,0.15,1.7,0.18,0.2,29,0.57,0,0,12.4
2293,＜調味料類＞　（しょうゆ類）　しろしょうゆ,87,2.5,0,18.6,95,13,34,76,0.7,0.3,0.01,0,0,0,0,0.14,0.06,1,0.08,0.2,14,0.28,0,0,14.2
2294,＜調味料類＞　（しょうゆ類）　だししょうゆ,40,4,0,4.5,230,16,35,89,0.9,0.4,0,0,0,0,0,0.03,0.09,1.2,0.09,0.2,17,0.26,0,0,7.3
2295,＜調味料類＞　（しょうゆ類）　照りしょうゆ,172,2.4,0,36,110,10,20,51,0.5,0.2,0.04,0,0,0,0,0.01,0.05,0.5,0.06,0,9,0.13,0,0,4
2296,＜調味料類＞　（食塩類）　食塩,0,0,0,0,100,22,18,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5
2297,＜調味料類＞　（食塩類）　並塩,0,0,0,0,160,55,73,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,97.3
2298,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料含む,50,0,0,0,19000,2,240,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.4
2299,＜調味料類＞　（食塩類）　減塩タイプ食塩　調味料不使用,0,0,0,0,25000,390,530,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7
2300,＜調味料類＞　（食塩類）　精製塩　家庭用,0,0,0,0,2,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6
2301,＜調味料類＞　（食塩類）　精製塩　業務用,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6
2302,＜調味料類＞　（食酢類）　黒酢,66,1,0,9,47,5,21,52,0.2,0.3,0.01,0,0,0,0,0.02,0.01,0.8,0.06,0.1,1,0.07,0,0,0
2303,＜調味料類＞　（食酢類）　穀物酢,37,0.1,0,2.4,4,2,1,2,0,0.1,0,0,0,0,0,0.01,0.01,0.1,0.01,0.1,0,0,0,0,0
2304,＜調味料類＞　（食酢類）　米酢,59,0.2,0,7.4,16,2,6,15,0.1,0.2,0,0,0,0,0,0.01,0.01,0.3,0.02,0.1,0,0.08,0,0,0
2305,＜調味料類＞　（食酢類）　果実酢　バルサミコ酢,116,0.5,0,19.4,140,17,11,22,0.7,0.1,0.01,0,0,0,0,0.01,0.01,0.2,0.05,0,0,0.03,0,0,0.1
2306,＜調味料類＞　（食酢類）　果実酢　ぶどう酢,36,0.1,0,1.2,22,3,2,8,0.2,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0.08,0,0,0
2307,＜調味料類＞　（食酢類）　果実酢　りんご酢,41,0.1,0,2.4,59,4,4,6,0.2,0.1,0,0,0,0,0,0,0.01,0.1,0.01,0.3,0,0.06,0,0,0
2308,＜調味料類＞　（だし類）　あごだし,0,0.1,0,0,19,0,1,8,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0
2309,＜調味料類＞　（だし類）　かつおだし　荒節,2,0.4,0,0.2,29,2,3,18,0,0,0,0,0,0,0,0,0.01,1.4,0.02,0.4,0,0.04,0,0,0.1
2310,＜調味料類＞　（だし類）　かつおだし　本枯れ節,2,0.5,0,0.3,32,0,3,18,0,0,0.01,0,0,0,0,0,0.01,1.4,0.01,0.2,0,0,0,0,0.1
2311,＜調味料類＞　（だし類）　昆布だし　水出し,4,0.1,0,0.9,140,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.2
2312,＜調味料類＞　（だし類）　昆布だし　煮出し,5,0.1,0,1.1,160,5,8,4,0,0,0.01,0,0,0,0,0,0.01,0,0,0,1,0.01,0,0.1,0.2
2313,＜調味料類＞　（だし類）　かつお・昆布だし　荒節・昆布だし,2,0.3,0,0.4,63,3,4,13,0,0,0,0,0,0,0,0.01,0.01,0.9,0.01,0.3,1,0.04,0,0,0.1
2314,＜調味料類＞　（だし類）　かつお・昆布だし　本枯れ節・昆布だし,2,0.3,0,0.5,58,1,3,11,0,0,0,0,0,0,0,0,0,0.8,0.01,0.1,0,0,0,0,0.1
2315,＜調味料類＞　（だし類）　しいたけだし,4,0.1,0,0.9,29,1,3,8,0.1,0,0.01,0,0,0,0,0,0.02,0.6,0.02,0,2,0.57,0,0,0
2316,＜調味料類＞　（だし類）　煮干しだし,1,0.1,0.1,0,25,3,2,7,0,0,0,0,0,0,0,0.01,0,0.3,0,0.2,1,0,0,0,0.1
2317,＜調味料類＞　（だし類）　鶏がらだし,7,0.9,0.4,0,60,1,1,15,0.1,0,0.01,1,0,0,2,0.01,0.04,1.1,0.02,0.1,2,0.31,0,0,0.1
2318,＜調味料類＞　（だし類）　中華だし,3,0.8,0,0.1,90,3,5,40,0,0,0,0,0,0,0,0.15,0.03,1.3,0.05,0,1,0.26,0,0,0.1
2319,＜調味料類＞　（だし類）　洋風だし,6,1.3,0,1,110,5,6,37,0.1,0.1,0.01,0,0,0,0,0.02,0.05,1.1,0.06,0.2,3,0.25,0,0,0.5
2320,＜調味料類＞　（だし類）　固形ブイヨン,233,7,4.3,40.8,200,26,19,76,0.4,0.1,0.1,0,0,0.7,2,0.03,0.08,1.1,0.4,0.1,16,0.28,0,0.3,43.2
2321,＜調味料類＞　（だし類）　顆粒おでん用,166,9.6,0.1,31.2,210,30,33,130,0.8,0.4,0.05,0,0.2,0,0,0.02,0.11,2.5,0.07,0.4,14,0.2,0,0,56.4
